Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Beamline Energy	
27.59	29.82	1.5939999999999999	23.4	46.8	283.4000000000008	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.5000000000008	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.6000000000008	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.70000000000084	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.80000000000086	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	283.9000000000009	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.0000000000009	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.10000000000093	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.20000000000095	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.300000000001	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.400000000001	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.500000000001	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.60000000000105	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.70000000000107	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.8000000000011	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	284.9000000000011	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.00000000000114	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.10000000000116	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.2000000000012	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.3000000000012	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.4000000000012	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.50000000000125	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.6000000000013	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.7000000000013	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.8000000000013	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	285.90000000000134	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.00000000000136	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.1000000000014	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.2000000000014	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.30000000000143	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.40000000000146	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.5000000000015	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.6000000000015	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.7000000000015	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.80000000000155	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	286.90000000000157	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	287.0000000000016	2.0
27.59	29.82	1.5939999999999999	23.4	46.8	287.1000000000016	2.0
